tax_id,scientific_name,accession,seq_name,seq_len
3457170,Apomys sp.,PV592397.1,"Apomys sp. isolate DSB11556 cytochrome b (CYTB) gene, partial cds; mitochondrial",961
2028311,Vandeleuria oleracea,MG189673.1,"Vandeleuria oleracea voucher M 30312 cytochrome b (cytb) gene, partial cds; mitochondrial",756
913575,Neotoma albigula varia,HQ328520.1,"Neotoma albigula varia voucher CIB<MEX-LaPaz>:14472 cytochrome b (cytb) gene, partial cds; mitochondrial",828
672787,Chiromyscus langbianis,MK957049.1,"Chiromyscus langbianis isolate 16-010 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
1499496,Handleyomys chapmani,KP778464.1,"Handleyomys chapmani voucher ROM:YHM191 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
1582484,Saccostomus mearnsi,KT873818.1,"Saccostomus mearnsi isolate TZ27868 cytochrome b (CYTB) gene, partial cds; mitochondrial",863
2771498,Neacomys sp. 2 MN-2020,MT462057.1,"Neacomys sp. 2 MN-2020 voucher MPEG42901 cytochrome b (cytb) gene, partial cds; mitochondrial",732
2704125,Millardia kondana,MN602890.1,"Millardia kondana voucher BNHS77IR41 cytochrome b (cytb) gene, partial cds; mitochondrial",1131
3049457,Taeromys dominator,PQ861165.1,"Taeromys dominator isolate JAE4988 cytochrome b (CYTB) gene, partial cds; mitochondrial",1140
1925727,Niviventer brahma,EF053011.1,"Niviventer brahma isolate Glgs017 cytochrome b (cytb) gene, complete cds; mitochondrial",1143
2494721,Lophuromys menageshae,MN817317.1,"Lophuromys menageshae clone 873 cytochrome b (cytb) gene, partial cds; mitochondrial",702
2929752,Neodon namchabarwaensis,PQ382974.1,"Neodon namchabarwaensis isolate ML20205210 cytochrome b (cytb) gene, partial cds; mitochondrial",1069
2927131,Chilomys sp. g NT-2022,OM703418.1,"Chilomys sp. g NT-2022 voucher MECN4925 cytochrome b (Cytb) gene, partial cds; mitochondrial",1068
2819592,Gerbilliscus sp. l JK-2021,MW537550.1,"Gerbilliscus sp. l JK-2021 isolate RS1509 cytochrome b (cytb) gene, partial cds; mitochondrial",408
3369792,Craseomys smithii,LC489891.1,"Craseomys smithii mitochondrial cytb gene for cytochrome b, partial cds",431
2613871,Neodon shergylaensis,PQ382967.1,"Neodon shergylaensis isolate LZ202109416 cytochrome b (cytb) gene, partial cds; mitochondrial",1069
2496221,Acomys sp. cahirinus group-N Ethiopia,MH045017.1,"Acomys sp. cahirinus group-N Ethiopia isolate S1 cytochrome b (cytb) gene, partial cds; mitochondrial",941
3369707,Alticola montosus,KJ556728.1,"Alticola montosa voucher UVM:VT439 cytochrome b (cytb) gene, partial cds; mitochondrial",1109
2496261,Acomys cf. kempi KE089,MH045045.1,"Acomys cf. kempi KE089 cytochrome b (cytb) gene, partial cds; mitochondrial",617
912593,Neotoma angustapalata,HM989966.1,"Neotoma angustapalata voucher BYU27733 cytochrome b (cytb) gene, partial cds; mitochondrial",1044
2030027,Thomasomys daphne complex sp. Puno,KY754167.1,"Thomasomys daphne complex sp. Puno cytochrome b (cytb) gene, partial cds; mitochondrial",1117
2620455,unclassified Oecomys,PV391619.1,"Oecomys sp. g TG-2024 voucher PSV348 cytochrome b (CYTB) gene, partial cds; mitochondrial",804
1890213,Gerbilliscus sp. Babile,KU966102.1,"Gerbilliscus sp. n. (Babile) isolate LAV1692 cytochrome b (cytb) gene, partial cds",925
715490,Oryzomys palustris palustris,FJ974113.1,"Oryzomys palustris palustris voucher MSB Mammals 81644 cytochrome b (Cytb) gene, partial cds; mitochondrial",1143
1158282,Hylomyscus sp. 7 VN-2012,JQ735604.1,"Hylomyscus sp. 7 VN-2012 voucher SBP_Z02745 cytochrome b (CYTB) gene, partial cds; mitochondrial",1139
666518,Praomys sp. LEG0176,FJ617513.1,"Praomys sp. LEG0176 cytochrome b (cytb) gene, partial cds; mitochondrial",776
576345,Otomys lacustris,OP690532.1,"Otomys lacustris voucher FMNH 166648 cytochrome b (cytb) gene, partial cds; mitochondrial",1128
1217601,Soricomys leonardocoi,JQ898063.1,"Soricomys leonardocoi voucher FMNH 190970 cytochrome b (CYTB) gene, complete cds; mitochondrial",1144
3002829,Rattus sp. FMNH 145719,OM502744.1,"Rattus sp. FMNH 145719 isolate SMG4919 cytochrome b (CYTB) gene, partial cds; mitochondrial",1067
2904044,Mus cf. gerbillus TZ2018CS33,OK093445.1,"Mus cf. gerbillus TZ2018CS33 cytochrome b (cytb) gene, partial cds; mitochondrial",987
3144139,Thomasomys aff. caudivarius,OP978410.1,"Thomasomys aff. caudivarius voucher MUSM 23753 cytochrome b (cytb) gene, partial cds; mitochondrial",801
1194295,Gerbillus poecilops,JQ753064.1,"Gerbillus poecilops cytochrome b (CYTB) gene, partial cds; mitochondrial",1115
1494610,Niviventer sp. AEB-2014,KF154042.1,"Niviventer sp. AEB-2014 isolate 12-237 cytochrome b (Cytb) gene, partial cds; mitochondrial",1140
2634149,unclassified Zygodontomys,EU652763.1,"Zygodontomys sp. 2 PGG-2008a voucher JAO2250 cytochrome b (cytb) gene, partial cds; mitochondrial",1144
2941065,Mus sp. indet. Clade61,OL408938.1,"Mus sp. indet. Clade61 voucher KIZ:NMK KE20160316 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2590534,Arvicanthis sp. 'Metahara',MK239803.1,"Arvicanthis sp. 'Metahara' isolate LAV2092 cytochrome B (cytB) gene, partial cds; mitochondrial",994
2689142,Calomyscus sp. Group C,KT878605.1,"Calomyscus sp. group C SAk-2015 voucher ZMFUM3880 cytochrome b (Cytb) gene, partial cds; mitochondrial",1009
3391940,Crunomys sp. Mindoro,PQ861157.1,"Crunomys sp. Mindoro isolate FMNH222129 cytochrome b (CYTB) gene, partial cds; mitochondrial",1140
670077,Microtus anatolicus,FJ767742.1,"Microtus anatolicus haplotype A3 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
3144138,Thomasomys aff. aureus,OP978400.1,"Thomasomys aff. aureus voucher MUSM 7990 cytochrome b (cytb) gene, partial cds; mitochondrial",801
3144145,Thomasomys sp. 4 DR-2024,OP978489.1,"Thomasomys sp. 4 DR-2024 voucher MUSM 42568 cytochrome b (cytb) gene, partial cds; mitochondrial",801
2912614,Mastomys erythroleucus complex sp. eryC,OK647111.1,"Mastomys erythroleucus complex sp. eryC isolate RVK70 cytochrome b (cytb) gene, partial cds; mitochondrial",1024
1517486,Typhlomys chapensis,KX778371.1,"Typhlomys chapensis isolate Tjin_14-1 cytochrome b (cytb) gene, partial cds; mitochondrial",1077
1987367,Typhlomys daloushanensis,PV574587.1,"Typhlomys daloushanensis isolate GZ18254 cytochrome b (CYTB) gene, complete cds; mitochondrial",1140
2627105,unclassified Calomyscus,MK205412.1,"Calomyscus sp. Group G voucher ZMFUM5279 cytochrome b (cytb) gene, partial cds; mitochondrial",867
1239835,Gerbillinae sp. IN-2012,AB753010.1,"Gerbillinae sp. IN-2012 mitochondrial cytb gene for cytochrome b, partial cds, isolate: 10ZRD#33",1197
3370186,Lophuromys rita,PV873910.1,"Lophuromys rita voucher EBO578 cytochrome b (cytb) gene, partial cds; mitochondrial",1022
3369960,Eliurus petteri,PX733456.1,"Eliurus petteri isolate SMG19608 cytochrome b (CYTB) gene, partial cds; mitochondrial",1135
2844897,Neacomys rosalindae,MW512677.1,"Neacomys rosalindae voucher QCAZ16404 cytochrome b (cytb) gene, partial cds; mitochondrial",772
2933648,Reithrodontomys garichensis,ON156907.1,"Reithrodontomys garichensis isolate MSB262794 cytochrome b (Cytb) gene, partial cds; mitochondrial",796
1772166,Chiromyscus sp. 1 DG-2015,KT734680.1,"Chiromyscus sp. 1 DG-2015 voucher IZCAS:ZIN96516 cytochrome b (Cytb) gene, partial cds; mitochondrial",1131
1157042,Nephelomys levipes,KY754068.1,"Nephelomys levipes cytochrome b (cytb) gene, partial cds; mitochondrial",426
1920703,Meriones vinogradovi,MH580753.1,"Meriones vinogradovi voucher ZMFUM3617 cytochrome b (cytb) gene, partial cds; mitochondrial",737
2828260,Dendromus ruppi,MW712161.1,"Dendromus ruppi voucher FMNH:235587 cytochrome b (cytb) gene, partial cds; mitochondrial",1024
2964723,Peromyscus amplus,OL631909.1,"Peromyscus amplus voucher MZFC 8505 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
1595964,Apomys sacobianus,PV592396.1,"Apomys sacobianus isolate DSB7666 cytochrome b (CYTB) gene, partial cds; mitochondrial",717
1582502,Mus cf. baoulei West,KJ935801.1,"Mus cf. baoulei West isolate GUI_05_04_1049 cytochrome b (cytb) gene, partial cds; mitochondrial",724
2590532,Arvicanthis sp. 'ANI6',OR589397.1,"Arvicanthis sp. 'ANI6' isolate 3150_chimit cytochrome b (cytb) gene, partial cds; mitochondrial",583
2082265,Lophuromys makundii,MN066295.1,"Lophuromys makundii isolate TZ27583 cytochrome b (cytB) gene, partial cds; mitochondrial",821
2635915,unclassified Monticolomys,KY754046.1,"Monticolomys sp. SJS-2017 cytochrome b (cytb) gene, partial cds; mitochondrial",1103
2828482,Brucepattersonius griserufescens,MW522995.1,"Brucepattersonius griserufescens voucher UFES1161 cytochrome b (cytb) gene, partial cds; mitochondrial",801
2685018,unclassified Eothenomys,KY997381.1,"Eothenomys sp. 1 SL-2010a isolate JYBCP0727 cytochrome b (Cytb) gene, partial cds; mitochondrial",1131
2082266,Lophuromys sabuni,KY595884.1,"Lophuromys sabuni isolate TA464 cytochrome b (cytb) gene, partial cds; mitochondrial",1132
1093802,Otomys simiensis,OQ822264.1,"Otomys simiensis voucher EWC12305 cytochrome b (cytb) gene, partial cds; mitochondrial",989
1978185,Waiomys,KJ607287.1,"Waiomys mamasae voucher NMV C37027 cytochrome b (Cytb) gene, partial cds; mitochondrial",783
3117654,Thomasomys sp. 2 SEP-2024a,PP102167.1,"Thomasomys sp. 2 SEP-2024a isolate SEP050 cytochrome b (cytb) gene, partial cds; mitochondrial",690
1795471,Sommeromys macrorhinos,KU375156.1,"Sommeromys macrorhinos voucher MZB:34758 cytochrome b (cytb) gene, partial cds; mitochondrial",803
3098846,Nephelomys pectoralis,OR988051.1,"Nephelomys pectoralis isolate JFD1615 cytochrome b (cytb) gene, partial cds; mitochondrial",1137
511842,Oxymycterus inca,MW713043.1,"Oxymycterus inca voucher MUSM 35583 cytochrome b (cytb) gene, partial cds; mitochondrial",801
3049459,Frateromys,MW058841.1,"Frateromys fratrorum voucher NMVC38228 cytochrome b (cytb) gene, partial cds; mitochondrial",802
548540,Oryzomys couesi couesi,FJ360633.1,"Oryzomys couesi couesi voucher KU65179 cytochrome b (Cytb) gene, partial cds; mitochondrial",1143
2496230,Acomys cf. mullah ET169,MH044991.1,"Acomys cf. mullah ET169 cytochrome b (cytb) gene, partial cds; mitochondrial",816
2866648,Nilopegamys,MT610460.1,"Nilopegamys plumbeus voucher FMNH:MAMM:28633 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
1582503,Mus cf. callewaerti TA-2014,KJ935764.1,"Mus cf. callewaerti TA-2014 isolate RS1226 cytochrome b (cytb) gene, partial cds; mitochondrial",1107
3002844,Tarsomys echinatus,OM502764.1,"Tarsomys echinatus isolate DSB5817 cytochrome b (CYTB) gene, partial cds; mitochondrial",1116
2683851,Taeromys taerae,MW058826.1,"Taeromys taerae voucher NMVC37207 cytochrome b (cytb) gene, partial cds; mitochondrial",795
2819597,Rhabdomys sp. MK30,MW512116.1,"Rhabdomys sp. MK30 cytochrome b (cytb) gene, partial cds; mitochondrial",752
1478021,Paucidentomys,KJ607286.1,"Paucidentomys vermidax voucher FMNH:213102 cytochrome b (Cytb) gene, partial cds; mitochondrial",695
3370211,Maxomys inas,PQ861134.1,"Maxomys inas isolate USNM489044 cytochrome b (CYTB) gene, partial cds; mitochondrial",1079
1026956,Spalax arenarius,OP882034.1,"Spalax arenarius voucher personal_collection:M.Rusin:soloz63 cytochrome b (CYTB) gene, complete cds; mitochondrial",1140
1962323,Neacomys tenuipes,MT536171.1,"Neacomys tenuipes voucher MHNUCa 1761 cytochrome b (cytb) gene, partial cds; mitochondrial",787
932753,Apomys brownorum,HM371090.1,"Apomys sp. SJS-2010c voucher FMNH:183503 cytochrome b (cytb) gene, partial cds; mitochondrial",1118
2941049,Dasymys sp. indet. Clade90,OL408917.1,"Dasymys sp. indet. Clade90 voucher KIZ:NMK KE20150556 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
1617949,Abrothrix manni,MH917371.1,"Abrothrix manni voucher UACH8016 cytochrome b (cytb) gene, partial cds; mitochondrial",801
1925728,Niviventer confucianus mentosus,KY068770.1,"Niviventer confucianus mentosus isolate LS13121185 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
3160987,unclassified Nannospalax,PP896880.1,"Nannospalax sp. isolate NMONT3 cytochrome b (cytb) gene, partial sequence; nuclear copy of mitochondrial gene",838
3342868,Thomasomys sp. i MP-2024,PQ300802.1,"Thomasomys sp. i MP-2024 voucher MSB:70712 cytochrome b (cytb) gene, partial cds; mitochondrial",1089
2716769,Rattus timorensis,MN273048.1,"Rattus timorensis voucher WAM M34827 cytochrome b (cytb) gene, partial cds; mitochondrial",761
3002823,Murinae sp. FMNH 194802,OM502713.1,"Murinae sp. FMNH 194802 isolate DBT1 cytochrome b (CYTB) gene, partial cds; mitochondrial",1061
2819880,Reithrodon typicus,OP753147.1,"Reithrodon typicus voucher LBGM 3307 FBZ 3993 cytochrome b (cytb) gene, partial cds; mitochondrial",501
3371025,Congomys verschureni,PX550708.1,"Congomys verschureni voucher BDA95 cytochrome b (cytb) gene, partial cds",782
2060318,Pithecheir,MG189672.1,"Pithecheir parva voucher MNHN CG1977N252 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
3092357,Nannospalax bulgaricus,OR751030.1,"Nannospalax bulgaricus isolate FK293 cytochrome b (cytb) gene, complete cds; mitochondrial",1140
2773612,Niviventer fengi,MN814525.1,"Niviventer fengi isolate JL17210 cytochrome b (cytb) gene, partial cds; mitochondrial",1128
2419856,Oecomys sp. MUSM 11013,MG824898.1,"Oecomys sp. MUSM 11013 voucher MUSM:11013 cytochrome b (cytb) gene, partial cds; mitochondrial",801
2023161,Rhipidomys latimanus,KY366341.1,"Rhipidomys latimanus voucher QCAZ:10148 cytochrome b (cytb) gene, partial cds; mitochondrial",809
943123,Peromyscus yucatanicus,PQ742163.1,"Peromyscus yucatanicus voucher MZFC-M 8512 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
530170,Aegialomys galapagoensis,MK759653.1,"Aegialomys galapagoensis voucher MVZ:145378 cytochrome b (Cytb) gene, partial cds; mitochondrial",1003
1007658,Neotomys ebriosus,KY754066.1,"Neotomys ebriosus cytochrome b (cytb) gene, partial cds; mitochondrial",1075
2819593,Gerbilliscus sp. g JK-2021,MW537461.1,"Gerbilliscus sp. g JK-2021 isolate VN1197 cytochrome b (cytb) gene, partial cds; mitochondrial",1090
1582483,Mus sp. Nyika,MW512154.1,"Mus sp. Nyika isolate ANG0267 cytochrome b (cytb) gene, partial cds; mitochondrial",889
3370203,Mallomys aroaensis,MH741754.1,"Mallomys aroaensis voucher ABTC 45196 cytochrome b (CYTB) gene, partial cds; mitochondrial",803
1987368,Typhlomys nanus,KX778375.1,"Typhlomys nanus isolate Tsp1_3-1 cytochrome b (cytb) gene, partial cds; mitochondrial",1029
3080265,Punomys lemminus,OQ571718.1,"Punomys lemminus voucher MQC358 cytochrome b (cytb) gene, partial cds; mitochondrial",801
2640413,unclassified Tatera,AJ875306.1,"Tatera sp. KIK1704 mitochondrial partial cytb gene for cytochrome b, specimen voucher KIK1704",495
3370997,Bramus fuscocapillus,MG264365.1,"Ellobius fuscocapillus voucher 22576 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
1579015,Oecomys aff. roberti RGR-2014,KP027737.1,"Oecomys aff. roberti RGR-2014 voucher RGR404 cytochrome b (cytb) gene, partial cds; mitochondrial",800
3144148,Thomasomys contradictus,OP978417.1,"Thomasomys contradictus voucher DMC64 cytochrome b (cytb) gene, partial cds; mitochondrial",480
2716780,Taeromys sp. n. KR-2020,MN273051.1,"Taeromys sp. n. KR-2020 voucher NMV Z21868 cytochrome b (cytb) gene, partial cds; mitochondrial",794
3074228,Vernaya meiguites,OR282761.1,"Vernaya meiguites isolate SAF220266 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2496232,Acomys cf. mullah ET184,MH044996.1,"Acomys cf. mullah ET184 cytochrome b (cytb) gene, partial cds; mitochondrial",898
1925730,Niviventer confucianus deqinensis,KY068854.1,"Niviventer confucianus deqinensis isolate Z20140905 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
3371079,Montemys,MZ420663.1,"Praomys delectorum isolate TZJA067 cytochrome b (cytb) gene, partial cds; mitochondrial",970
2804062,Phyllotis sp. posticalis/rupestris AO-2021,MT776475.1,"Phyllotis sp. posticalis/rupestris AO-2021 isolate JPJ2705 cytochrome b (cytb) gene, partial cds; mitochondrial",801
1071967,Alticola strelzovi strelzovi,JN032749.1,"Alticola strelzowi strelzowi voucher 60897 cytochrome b (cytb) gene, partial cds; mitochondrial",862
2828267,Dendromus sp. indet. 1 GV-2021,MW712026.1,"Dendromus sp. indet. 1 GV-2021 voucher USB 1192 cytochrome b (cytb) gene, partial cds; mitochondrial",1098
2644614,unclassified Parotomys,EU349773.1,"Parotomys sp. H_656 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2481077,Meriones sp. n. MAO-2018,MH384465.1,"Meriones sp. n. MAO-2018 strain Bojnourd73 cytochrome b (cytb) gene, partial cds; mitochondrial",533
655592,Euryoryzomys lamia,GU126537.1,"Euryoryzomys lamia cytochrome b (cytb) gene, partial cds; mitochondrial",801
3144144,Thomasomys sp. 10 DR-2024,OP978497.1,"Thomasomys sp. 10 DR-2024 voucher MUSM 23765 cytochrome b (cytb) gene, partial cds; mitochondrial",786
2628573,unclassified Steatomys,AB752944.1,"Steatomys sp. IN-2012 mitochondrial cytb gene for cytochrome b, complete cds, isolate: 10ZRD#14",1197
1258730,Oligoryzomys brendae,JX154135.1,"Oligoryzomys brendae voucher JPJ 1188 cytochrome b (cytb) gene, partial cds; mitochondrial",793
2028312,Monticolomys sp. SJS-2017,KY754046.1,"Monticolomys sp. SJS-2017 cytochrome b (cytb) gene, partial cds; mitochondrial",1103
1258729,Punomys kofordi,OQ571714.1,"Punomys kofordi voucher MVZ:114757 cytochrome b (cytb) gene, partial cds; mitochondrial",449
2636249,unclassified Grammomys,PQ632194.1,"Grammomys sp. isolate Fcvpga07 cytochrome b (cytb) gene, partial cds; mitochondrial",424
2646213,unclassified Neacomys,MT536173.1,"Neacomys sp. n. JC-2021 voucher UIS-MHN-M 1928 cytochrome b (cytb) gene, partial cds; mitochondrial",812
2073147,Vernaya fulva,OR282758.1,"Vernaya fulva isolate SCNU02747 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
1472671,Hyperacrius,PX516371.1,"Hyperacrius fertilis voucher CITHRHypf_J79.2 cytochrome b (cytb) gene, partial cds; mitochondrial",1007
2685323,unclassified Thallomys,KU724037.2,"Thallomys sp. isolate TM41782 cytochrome b (cytb) gene, partial cds; mitochondrial",1064
2028307,Tachyoryctes audax,KY754164.1,"Tachyoryctes audax cytochrome b (cytb) gene, partial cds; mitochondrial",426
2496220,Acomys cf. kempi KE883,MH045042.1,"Acomys cf. kempi KE883 cytochrome b (cytb) gene, partial cds; mitochondrial",998
932762,Apomys sierrae,MH092685.1,"Apomys sierrae voucher FMNH185948 cytochrome b (cytb) gene, partial cds; mitochondrial",1099
3074229,Vernaya nushanensis,OR282760.1,"Vernaya nushanensis isolate XMS170115 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
1343853,Cansumys canus,PP975921.1,"Cansumys canus isolate CSD3982 cytochrome b (Cytb) gene, partial cds; mitochondrial",1140
997495,Oecomys sp. RGR-2011,HM594602.1,"Oecomys sp. RGR-2011 isolate RGR93 cytochrome b (cytb) gene, partial cds; mitochondrial",801
3104754,Microtus irani ssp. d AM-2023,OP573488.1,"Microtus irani ssp. d AM-2023 voucher 0220UR cytochrome b (cytb) gene, partial cds; mitochondrial",1133
1799707,Komodomys,MN273041.1,"Komodomys rintjanus voucher WAM 32952 cytochrome b (cytb) gene, partial cds; mitochondrial",762
1093798,Otomys tropicalis faradjius,JF796000.1,"Otomys tropicalis faradjius voucher RMCAa6-M-2034 cytochrome b (Cytb) gene, partial cds; mitochondrial",1087
3344812,Neodon sp. m XW-2024,PQ236408.1,"Neodon sp. m XW-2024 voucher WOL14131 cytochrome b (CYTB) gene, complete cds; mitochondrial",1143
1325297,Eligmodontia sp. 1 JCM-2013,JX844351.1,"Eligmodontia sp. 1 JCM-2013 isolate CVZA0056 cytochrome b (cytb) gene, complete cds; mitochondrial",1140
864465,Euneomys mordax,KY753985.1,"Euneomys mordax cytochrome b (cytb) gene, partial cds; mitochondrial",425
3447475,unclassified Poemys,PV873823.1,"Poemys sp. indet. 17 voucher EBO468 cytochrome b (cytb) gene, partial cds; mitochondrial",994
2590533,Arvicanthis sp. 'Menangesha',MK239798.1,"Arvicanthis sp. 'Menangesha' isolate ETH0027 cytochrome B (cytB) gene, partial cds; mitochondrial",1132
2184227,Alticola stoliczkanus,PV558718.1,"Alticola stoliczkanus isolate XZ22081 cytochrome b (cytb) gene, complete cds; mitochondrial",1143
2496222,Acomys cf. mullah ETH0060,MH044989.1,"Acomys cf. mullah ETH0060 cytochrome b (cytb) gene, partial cds; mitochondrial",990
3241088,Alexandromys sachalinensis,MF099550.1,"Alexandromys sachalinensis voucher ZMMU S-187183 cytochrome b (cytb) gene, partial cds; mitochondrial",1133
2683857,Lenomys meyeri,MW058821.1,"Lenomys meyeri voucher KCR2320 cytochrome b (cytb) gene, partial cds; mitochondrial",767
1587538,Peromyscus mexicanus salvadorensis,MZ510919.1,"Peromyscus mexicanus salvadorensis voucher MZFC 10917 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
1001552,Dephomys,MW762593.1,"Dephomys defua voucher USNM:583899 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
1795476,Tateomys rhinogradoides,KU375158.1,"Tateomys rhinogradoides voucher MZB:34766 cytochrome b (cytb) gene, partial cds; mitochondrial",784
1217603,Soricomys musseri,JQ898071.1,"Soricomys musseri voucher FMNH 185907 cytochrome b (CYTB) gene, complete cds; mitochondrial",1144
3369852,Crunomys fallax,PQ861113.1,"Crunomys fallax isolate NHM1897484 cytochrome b (CYTB) gene, partial cds; mitochondrial",1140
1736616,Calomyscus elburzensis,OP795973.1,"Calomyscus elburzensis voucher ZMFUM-5410 cytochrome b (cytb) gene, partial cds; mitochondrial",926
2976202,Thomasomys lojapiuranus,MZ490817.1,"Thomasomys lojapiuranus voucher MUSM 511 cytochrome b (cytb) gene, partial cds; mitochondrial",801
2028310,Thomasomys bombycinus,OP991880.1,"Thomasomys bombycinus voucher PNNO10 cytochrome b (cytb) gene, partial cds; mitochondrial",604
687453,Platacanthomyidae,PV574596.1,"Typhlomys huangshanensis isolate TMS14021 cytochrome b (CYTB) gene, complete cds; mitochondrial",1140
2789417,Lemniscomys cf. roseveari AH-2020,MT968296.1,"Lemniscomys cf. roseveari AH-2020 isolate RS1545 cytochrome b (Cytb) gene, partial cds; mitochondrial",1006
2771500,Neacomys minutus complex sp. 'upriver',MT462012.1,"Neacomys minutus complex sp. 'upriver' voucher INPA3053 cytochrome b (cytb) gene, partial cds; mitochondrial",659
2746887,Peromyscus labecula,MN124382.1,"Peromyscus labecula isolate TK26936 cytochrome b (cytb) gene, partial cds; mitochondrial",867
2975618,Neodon sp. KIZ GW180020,MW682464.1,"Neodon sp. KIZ GW180020 cytochrome b (cytb) gene, partial cds; mitochondrial",1140
2782729,Sigmodontinae gen. n. sp. e NT-2020,MT700419.1,"Sigmodontinae gen. n. sp. e NT-2020 voucher MEPN12092 cytochrome b (cytb) gene, partial cds; mitochondrial",807
2950098,Thomasomys pyrrhonotus,OP978454.1,"Thomasomys pyrrhonotus voucher MUSM 51119 cytochrome b (cytb) gene, partial cds; mitochondrial",801
2828261,Dendromus pecilei,MW712158.1,"Dendromus pecilei voucher MNHN:ZM-2015-259 cytochrome b (cytb) gene, partial cds; mitochondrial",912
2819601,Dendromus sp. ANG0020,MW512157.1,"Dendromus sp. ANG0020 cytochrome b (cytb) gene, partial cds; mitochondrial",764
2107263,Hybomys rufocanus,MF680487.1,"Hybomys rufocanus voucher MNHN-KOD0004 cytochrome b (Cytb) gene, partial cds; mitochondrial",1138
2079784,Neacomys sp. MTR 12842,MG262334.1,"Neacomys sp. MTR 12842 cytochrome b (cytb) gene, partial cds; mitochondrial",660
2048992,Eothenomys shimianensis,KY997411.1,"Eothenomys shimianensis isolate SM15005 cytochrome b (Cytb) gene, partial cds; mitochondrial",1122
1736625,Calomyscus urartensis,MZ363410.1,"Calomyscus urartensis voucher ZMFUM 5170 cytochrome b (cytb) gene, partial cds; mitochondrial",867
523745,Microtus obscurus,PV133027.1,"Microtus obscurus isolate XJ24125 cytochrome b (cytb) gene, complete cds; mitochondrial",1143
1189091,Meriones tristrami bogdanovi,JQ687400.1,"UNVERIFIED: Meriones tristrami bogdanovi voucher 6306 cytochrome b-like (cytb) gene, partial sequence; mitochondrial",789
2107260,Hybomys badius,MF680488.1,"Hybomys badius voucher MNHN-MSP0162 cytochrome b (Cytb) gene, partial cds; mitochondrial",1135
3092351,Nannospalax serbicus serbicus,OR751033.1,"Nannospalax serbicus serbicus isolate FK297 cytochrome b (cytb) gene, complete cds; mitochondrial",1140
1472672,Hyperacrius fertilis,PX516371.1,"Hyperacrius fertilis voucher CITHRHypf_J79.2 cytochrome b (cytb) gene, partial cds; mitochondrial",1007
2613866,Neodon liaoruii,PQ382980.1,"Neodon liaoruii isolate ML20205470 cytochrome b (cytb) gene, partial cds; mitochondrial",1069
2959319,Cricetomys sp. T1755,OK183735.1,"Cricetomys sp. T1755 cytochrome b (cytb) gene, partial cds; mitochondrial",402
1325461,Lemmus sp. 1 VKL-2013,JX483931.1,"Lemmus sp. 1 VKL-2013 isolate V093 cytochrome b (cytb) gene, partial cds; and control region, partial sequence; mitochondrial",620
1239842,Steatomys sp. IN-2012,AB752944.1,"Steatomys sp. IN-2012 mitochondrial cytb gene for cytochrome b, complete cds, isolate: 10ZRD#14",1197
1093800,Otomys typus fortior,OQ822262.1,"Otomys typus fortior voucher LAV798 cytochrome b (cytb) gene, partial cds; mitochondrial",402
2496256,Acomys cf. kempi KE142,MH045039.1,"Acomys cf. kempi KE142 cytochrome b (cytb) gene, partial cds; mitochondrial",1018
1195668,Nyctomys sumichrasti salvini,JQ183065.1,"Nyctomys sumichrasti salvini voucher BYU14466 cytochrome b (cytb) gene, partial cds; mitochondrial",1143
1141939,Praomys sp. JK-2012,JF343865.1,"Praomys sp. JK-2012 voucher RMCA0853 cytochrome b (cytb) gene, partial cds; mitochondrial",1127
3370357,Neacomys elieceri,PQ587347.1,"Neacomys elieceri voucher UFPAM 2019 cytochrome b (CYTB) gene, partial cds; mitochondrial",827
2603183,Praomys jacksoni complex sp. 'IVa',MK423002.1,"Praomys jacksoni complex sp. 'IVa' isolate TCB29 cytochrome b (cytb) gene, partial cds; mitochondrial",1095
2021986,Lenothrix,MG189668.1,"Lenothrix cana voucher N 92 cytochrome b (cytb) gene, partial cds; mitochondrial",1086
1217597,Rhynchomys soricoides,OM502754.1,"Rhynchomys soricoides isolate LRH7890 cytochrome b (CYTB) gene, partial cds; mitochondrial",1111
2695253,Thomasomys sp. QCAZ17490/MECN5853,MN557084.1,"Thomasomys sp. QCAZ17490/MECN5853 voucher MECN5853 cytochrome b (Cytb) gene, partial cds; mitochondrial",1139
